text,lang
5ta pawa kathin haley anthat 2toor cheshta karte paro ki?,ben
paypranali vyavstha ghatti thaka gramguli evan shahrer bastigulite swasthyakar swasthyavidheer janya jaiv-shaugagarjanit samadhaner srushti kareque enbiolet sabuj samadhan sanstha (ji.es.ef).,ben
"han trini karechillen, tarapar iees afiser brahma datter bhumika mithun chakravartyo achen.",ben
"mane ach, ek bashwar ag ora tomar sahakarmir bike purie diesil?",ben
eivave o fito thakave.,ben
"in.si.de antarbhukt kare anek pariweshgat roger ya maanav swasthyer pariharya o apariharya avasthar bistrut vibhagake kabhar kare, ya suryer alo, pushti, dushan evan jivandhara bikalper matan bahik karangulo dwara srist.",ben
"yekhane upkulavarti anchal o nabin polimati anchaler sang labanakkaran jarit, ksharkata dekha ya abhyantarin o purana polimati anchale.",ben
"bike chade durdurant ghur bedate bhalo lag, eta amar shakh.",ben
"chinta karo na, tumi thik samartei ases.",ben
"han, ei vrutti shudhumatra sei paduader dewa have yaara bharter kono sarkaari athva besarkari vishwavidyalay parche.",ben
"tai yadi has, amader to etake smaranian kare tulte have.",ben
seta kono baparai naya.,ben
"amader unnatir pracheshta avashishta, viseshat amader janasankhyar durval anshguli kshetre, gurutar phakaguli bharat karte ei punji amader sahayata kare.",ben
"amanter dabipatratite kankshit dravyaguli tathy, sambhavya bikretader bistarit tathy, sarvarah nirdeshavali, bistarit hisaab, yogayog tathy ityadi thake.",ben
oh amar darun lag loctake.,ben
"han, thik tai.",ben
jalbayur paribartan kichu krushi anchalake upadner janya beshi upayukt evan anyanya anchalake kam upayukt kare tulte par.,ben
nishchalai.,ben
yadi tumi binodan jagate pa rakhte chav tahale korean bhaasha toma sahayya karbe.,ben
kiser swasthy vima chhil?,ben
"amar dinguloo vyastta bura, jano.",ben
"tai, poorvatner thek adhik daksh anaya ek dharmian shikshaker sandhaan kara sannyasi gauthamer pakshe kathin chhil na.",ben
"dalgat khela, vijayi haowar ekai lakshye ekati daler pratyeke kandhe kandh millie prastuti neya o lade.",ben
"achha, burute perechhi.",ben
kintu ekhan 35 thek 40 hajar bikri hachche bale shunlam.,ben
"tahale, katakshaner path?",ben
vishwakape bharter ekamatra jai arjane sabche gurutvapurna jaisuchak golti karen ashok kumar.,ben
"tader agragati sang taal millie dakshatagulio aro sangatipurna o caryakar hay uthte have, evan paristhite anuyayi khelwarder parichit karaate have.",ben
"aapnake welkam, aar daya kare mishelke amar shubhechha janaven.",ben
ei charti eventk ekasang mejors athva slams (besbal naya varang brij thek runikrut ekati paribhasha) bala has.,ben
"na sar, tara karbe na.",ben
sedin amra amader naagarik vigyan class tanke nie alochana karchhilam.,ben
mishel gaan shekhar prati aagrah prakash kareque.,ben
amar kono chhuti nei.,ben
islamer aagman buddha dharmer math aitihyer prati rajkian prushthaposhaktake apasaarit kare evan dirgha-durtber banijye musalmaan dwara buddhader pratisthapanti prushthaposhaktar sutaraguli kshaysadhan kare.,ben
"bagha yatin, khudiram basu, bhag tsing, chandrashekhar azad, surya sen, evan subhash chandra bosser mato biplavira ingrej shasanar viruddhe tander abhiyane sahinstar prayog gandhiji thek alada chhillen.",ben
aar jayga jayga chamkar sab chhabir janya dandabo.,ben
"are na, 'dya kashmir files' sumbali pratham chhabi naya!",ben
ganthni kaje vyabhhar karaar ag inter majbuti evan sthyitva pariksha kara uchit.,ben
eter ekata khub takmato swado ach yar janya eta amar priya.,ben
meghalayer khadya advitiya evan anyanya uttarapoorv bhartiya rajyer thek alada.,ben
"trini dekhan ye, prakrutir vismay athva brahmander aapat niyamanuvartita thek sangruhith bhagwaner astitva pramaner pradhan yuktiguli sabak'ti virodhitayogya (nirdisht kichu jaghanya kittpatanger astitve vismyer kii ach, samast grahaguli praia anurup samatle ghurnaner paryavekshane niyamanuvartitar ki ach, anurup samatal lakshanian hate parto kintu 'praia anurup samatal' anek kam vishwasayogya).",ben
tarav to ya katha diesil sesav kareni.,ben
achha. aar dvitishta - bhaskarya?,ben
amar sabche priya 'bhaag milakha bhaag'.,ben
"yaihok, packejati drut vastawayaner puraskar swarup, bank avedanpatrati grahan karaar 90 diner madhye anumodith packejati vastavayit haley, punargoner avedanti bank grahan karaar samarkar avastha sampader shrenivibhager avasthanti firie aana yete par.",ben
ei mahakumar praia 45% (upakulian anchaler kshetre praia 60%) barshik vrushtipat ei samaikaler vrushtipater madhye antarbhukt.,ben
"purushader parkiyagat sharirik samparker ghatnake 6ti sabhyata ""vishwajanin"" hiseve, 29ti sabhyata ""madhyapanthi"" hiseve, 6ti sabhyata ""aksmik"" hiseve evan 10ti sabhyata ""viral"" hiseve barnana kara has.",ben
amra ekata cinema yawar plan karte pari!,ben
"kintu, tara padashona karte karte kaaj karbe ki?",ben
"labu jatiya fal mulath jamaicar centrian anchale visesh kare 1000-2,500 foot uchitar madhye upadan kara has.",ben
hindu dharmagranth bahu sahastr kaal dhare sammanit evan samrudh sanskruthik aitihyer dharak o bahak hay ach naditi.,ben
"kintu kheladhulo chada ekhankar anaya kichute aagrah na thaka, setates jayen kerlam.",ben
are yei chhabiguloy satyikarer khelwarder galp bale.,ben
"avashyai, sar.",ben
1912 sale dadasaheb phalke pratham bhartiya animeshan chhabir prayojna karechillen yar pare 40 bachreroo beshi samyer ekata birati pade ya.,ben
bah......e to khub bhaal!,ben
tumi?,ben
sindhu sabhyataa bivinn kshetre sekhankar prayuktigat gnaner janya parichit.,ben
"si.de.aich.aar.aai pratyekke ""taar desher sadharan prashasana pratyaksh athva parokshabhave anshgrahaner adhikar""-era pratishruti pradaan kare.",ben
"han, aponi balesillen ye etake sindhuo bale.",ben
"amra swabhavikbhave, ekantai purush drushticoner ei bhashya prachalanke grahan kari.",ben
bah! eta ki prithvir sabche purana sangrahashalagulor madhye ekata?,ben
"eti basar ghare ekati 60.6 inch (154 semi) chaora du'jan basar mato helan dewa sopha evan 32 inch (81 semi) tube monitor visisht; shawar sah lagoa ekati bathroom; showar ghare ekati 82 inch (210 semi) lamba, 47.5 inch (121 semi) chaora du'janer bichaana, yar madhye ekati 27 inch (69 semi) tube monitor evan ekajan vyaktigat khansamao antarbhukt.",ben
"kichu kshetre, kalpavigyane pratham pravaratet astragulike bartaman vastve rup dewa hayes.",ben
kamapakshe 15 thek 20ti kajer din.,ben
aami abar esav romanchakar kheladhulor madhye nei.,ben
"anant condinyake pratishruti devan ye, takshana 14-bakhrer pratignati karale trini sab paap thek mukta hay sampatti, santaan o sukher adhikari haven.",ben
"bharte du'to iner adhine vivah nivandhikaran kara ya, 1954-era visesh vivah ine evan 1955-era hindu vivah ine.",ben
ei dinta doctor bi aar ambedakrer janmadin upalakshe prati bashwar udayapan kara has.,ben
sainyavahini march kare chale yawar pare have?,ben
"madhya pradesh, chhattishgarh, orisa, bihar, jharkhand, paschim banga, andhra pradesh, maharashtra, jammu o kashmir, punjab, himachal pradesh, rajasthan, evan uttarakhand gondwana evan vindhyer bhanger antarbhukt.",ben
tumi barder jignes karesh tara kono jaga parishkar kare dite parve ki na?,ben
ei roman rains doblu.doblu.i universaler champiyan na?,ben
con desher janya aapnar visa lagave janote pari ki?,ben
"sadharant, kono vyaktigat rune nimnsima o urdhasima kat?",ben
"kintu natun sarkar taar baidhata pratishtha vyarth has evan taar adhikansh arthik sahayata hras pawa, sthanian o madhya shreni netara evan tader bahini shudhumatra nijeder madhye ladai-i karennie, kshamata o labh adawer janya dirghakalin vikshipt sangharshe ekaguchchha manaar ayogya paddhatio abalmban kare.",ben
"namaskar, aami ekata pan card karaate asesi.",ben
"2023 cricket vishwakaper bachaiparve, du'ti daler madhye liga 2-era dalti uchchatar sthan shesh karale, 13tam sthan thaka dalti parivarte sidblusi liga 2-era shirshasthanian daltike paravarty 2020-2023 isici cricket vishwacap super lig tule dewai chhil asal uddeshya.",ben
eta kii die tiri has?,ben
erapar trini arjunke darshanik chintadhara o mokshalaver upaismuher ek safare nie yaan.,ben
"eta to bhugol! ete to ach balte shudhui pahaar, nadee, samudr, jalbayu aar aprayojanian sankhya.",ben
"buddha balen ye, mrityur pare ekajan arhanter astitva ach naki nei se sambondhe kichu bala samichin naya.",ben
avashyai madam.,ben
tahale aami balbo yeta tomar pakshe sabche upkaari have sei bhashata nite.,ben
eti naam trabha-go evan gugal pley store upalbdh.,ben
agamikal tomar chhuti ach?,ben
"tai, amader pakshe virta edate parley sabche bhalo has.",ben
"bhartiya cinema aashcharyajanak veshi pariman chhabi tiri janya vishve janapriya: ei sankhya pratiniyat vruddhir dike thake evan sampratik sutrer anuman ye madras, bangalore, kolkata o haidrawader mato bivinn shahare bachre praia mott 800 ti chhabi banano has.",ben
37ti sarisrup o ubhachar prani bargeroo nathibhukti kara hayes.,ben
darun hato yadi amra amader tathyachitre minerer chhaat thek ye drushya dekha ya seta dhokate partam.,ben
"arevati niramikari tejascrian oshudher gurutvapurna sthanian-anchalik prayog hepatocellular carcinoma (yakru cancer)-r chikisa dekha gamee, yekhane tejascrian lebelyukt nirdisht aakarer anukana athva tejascrian lebelyukt lipiodal (post danar tel thek labdh snehaj asider atyant athalo ekati taral ethil ester) yakruter dhamni madhyam rogir sharir pravesh karano has.",ben
anaya duto hal cinema aar gaan.,ben
kintu amader ekhan ei pukur evan tube kaler jal vyabhhar kara chada aar kono upa nei .,ben
ei polysy newar janya nyuntam badus kat?,ben
seta sadharant nirbhar kare arthik pratisthanti vyaktigat runer janya prayojanian yogyatagulo aponi katta pooran karte parchen taar opr.,ben
"evan sab thek jaruri, tika newa ekevar badhyatamulak.",ben
aami ekadin otter matan hate chai.,ben
tumi bodhhoy thikai balso! miss lia tar bhartiya bhugoler class amader janya kivave manograhi ek barnana enkesilen amar mane ach.,ben
"achha, gaan gawa ki tomar nesha?",ben
jama dewar muly kat have?,ben
eta sampoorarupe dravid sthapatyer samaikale tiri.,ben
"amader, darshakder yeti chalith kare seti halo upanyastite bartaman samay, asten-era nyika athva paniol o forstere charitrader baanchaa muhoortar prati ek smritimedurata, se amader kalpit atit, asal pathyer atit naya yar nirikhe sei bartaman samaiti halo abanchit paribartaner pratinidhi.",ben
"staitishil arthpradaner bharsamya, paryapt suder haar, evan yoth binioger janya bahiragat muldhaner ekati susthi pravah baja rakhte eti apariharya.",ben
"1981 thek 1994 saal percent vere board pradhanmantri evan 1960 thek 1981 saal percent antiger mukhyamantri chhillen, shudhu 1971 thek 1976 saler samaita chada, yakhan pragatishil shramik andolan (pi.el.em) tar dalke harie deya.",ben
bideshider ei compojit packeger janya 700 taka charge kara have.,ben
yangun hlaing thar yar sahar elaka durjetnabashat besh koekati bomb bisphorner pare tatmado sainyra 3ti aahat fitar plane sah 12ti sandehbhajan pratirodhakari fitar planke bandi kare.,ben
"aichaeleldblu-r madhye bidarak dravya, laghu aktinide, uranium o plutoniamer chihnmatra, jark dravya, evan punra prakriakarner samarkar rasyanik samuh thake.",ben
yaun nigrher saman celerao saman asurakshit.,ben
"samashtigat arthanitir mul vishyati hal sadharant ekati desh evan sab bazarguli kivave paraspar sanyog ghatie bada prapanch srushti kare, arthanitividara yake mott chalarashi bale thaken.",ben
"udaharanswarup, ""ek vyakti rashtrahintar jhunki hate par yadi se eman ek raje janmagrahan kare yekhane banshasutre naagarikatva prayojya edike taar mata pita eman ek raje janmagrahan karellen, yekhane janmasutre naagarikatva prayojya, yar fale parasparabirodhi iner karna vyakti ubhay rajyei naagariktber janya ayogya hay pade.""",ben
buddha dharm brahma hollen ek pradhan devatha (dev) evan swarger raja.,ben
"ei vishyatite visesh manoyog dewa prayojan ye, 1960-era chalachchitra tattwer ei natun chintati (1950-era mato) chalachchitra samalochanar madhyam naya, varang gaiangat bhashavigyan evan chihnvignaner mato anyanya vishayer madhyam pravaratet hayesil.",ben
"uparntu, ayurveda evan jaiv-oshudh anushilankarider madhye yogayoge baadha, ayurvedic oshudh evan chickesar suraksha o caryaaritar vishay yasamanya gaveshana, evan aparapt naitik udyoggulike tanra ayurveda evan jaiv-oshudher caryakar milaner path gurutvapurna baadha hisabe chihnit karellen.",ben
nirdisht moolye chahidar saman yoganer prayojan dwara bharsamya mulyati nirdhari has.,ben
daya kare amar nambarta likhe nin.,ben
sampatti muly gananakari start-aap hisabe rielke 2017-e adhigrahan kare e.in.jed.,ben
"ye, ekati nirdisht dine ekati matra pi.o.aai laksh laksh minuter kal bi.es.in.el-ke hastantar kare evan ei avastha ta banijikbhave udhdhaar kara sambhava naya ye kohn kalti satyikarer evan kohn kal si.el.aai chada baa kaler si.el.aai nast kare dewa.",ben
paravartikale bipanner janya aichaelel-era sang mishe yawa vivielaiel-ke sampoorn upadan bikri kare dewar janya sukti kara hayesil.,ben
oisav lokera anek khetab jitech.,ben
aami agulor ekata note banie rakhb.,ben
"kintu, tumi kii kare janole?",ben
bristol bears (ragabi union) evan glucestershayar jela cricket clabo ei shahare avasthit.,ben
"yadio eti ekati filmphayar puraskar hiseve anumit, trini ekati saakshakare balesillen ye ""aami to filmphayar puraskar likhini.""",ben
"jaani na, mam.",ben
aami sadharant mishtita adie chali kaaran diabetes- upayogi mishti khuje pawa kathin.,ben
eta pariwarer 5jan sadasya avadhi kabhar kare.,ben
eti matra panch shatansh bharte thakale sabhyataa evan arthanitir nirikhe sarvadhik gurutvapurna nadiguli madhye eti ekati.,ben
gayer raner sang dehrekha mishe gie ghanatber aabhas tiri kare.,ben
radio 4-era mahaphejakhana thek bahu comedy evan natanushthan vibisi radio 4 ectra-ya sampracharit has.,ben
aita vishal have.,ben
ei pratiyogitata aami amar afiser pratinidhitva karabo.,ben
tomar shakh sampark amake aro kichu balo.,ben
shubh kamana janalam.,ben
"7m shatabdeer bharatvarshe juanshang-era sammukhin haoya praia ardhek sannyasi mahayani haowar ag percent, besh khanikata samyer janya, bhartiya buddhader madhye mahayan chhil dhirgatite vruddhi pawa ekati sankhyalghu goshthi.",ben
"eti upatvake shoshit has, yekhane eti garam o thandar prati sanvedanshil snayu prantagulike uddipit kare sable prayukt haley ushna anubhutha evan mridubhave prayukt haley thanda anubhutha upadit kare yeti taar pradaah pratirodh baishishtya suchak.",ben
thik buslam na.,ben
stryatospher salphet erosler rasyanik bikria ozon starer kshati karte par evan hydrogen chloride (HCl) o hydrogen florider (HF) math assid mati upar assid vrushti hay jhar paadate par.,ben
"sun franciscor upsagarer khaya chale feri building o piar 39 thek okland, alameda, bey farm island, dakshina sun franciscor kichu jayga evan uttara solano counti bhaleho percent.",ben
yekhane naam nathibhukt karte chav sei nirvachan centrer aansh/bhoter elakar sadharan basinda hate have.,ben
"edike, lahidi duti european tours evan satti esian tours jitechen.",ben
yate tumi beshi kare relax karte paro.,ben
"anyanya pradhan shilpguli madhye baignanik yantrapati, krushi panya, vaidyuthik panya, kal yantra, bayan, selai yantra, krida panya, maad, saar, bicikel, poshak upadan, evan pine tel o chini prakriakaran antarbhukt.",ben
aami asha karchi ye eta kichhuta badul anbe.,ben
sarbochch badus kat?,ben
eta bodhhoy amader saat nambar barer parikalpana.,ben
"han, bar o kane paksher 3jan saksheer upsthitite tader biek swikruti dite tader afise daka has.",ben
karmakshetrer bhalo vikalp ach?,ben
aponi kotha thek tulale bhalo has?,ben
aponi con gram thek aswen?,ben
"bah ta darun, to se kii janote cha?",ben
darun!,ben
"ei ye, eta chalano yak.",ben
"plabaner uchch jhunkismpann elakagulite natun nirman nishidhakaran, abhedya prushthatal thek nardmar jal barie yawa paratapakshe kamano, navnirmit sthangulite vrushtir jal dhare rakhar prayojanita paribartan, evan bhari jharvrushti thek upann nishkashan rodhkari jalabhumiguli sanrakshan abhiyojan kaushalguli madhye antarbhukt.",ben
"ekhan senavahini, nauvahini aar biman bahinir bivinn regiment evan seisathe tader band, rashtrapatibhavan thek rajpath dhare kuchkawaj kare yachche.",ben
compojit pakage eta thake sang jaigarh evan rajkian senotanguli.,ben
"vyavasa parishevasmuh: 2,800,000 kajer jaga sah udyokta kathamor 10.3%-era saman 6,30,000 nivandhit sanstha.",ben
